 0.8518, 0.8305, 0.8410, 0.5622, 0.7983, 0.0127, 0.4728, 0.0078, 0.0440 
 0.8575, 0.8310, 0.8440, 0.5647, 0.8014, 0.0125, 0.4826, 0.0079, 0.0436 
 0.8462, 0.8349, 0.8405, 0.5546, 0.7974, 0.0129, 0.4653, 0.0080, 0.0438 
 0.8381, 0.8444, 0.8412, 0.5716, 0.7954, 0.0132, 0.4628, 0.0079, 0.0434 
 0.8585, 0.8223, 0.8400, 0.5585, 0.7985, 0.0125, 0.4742, 0.0080, 0.0433 
 0.8575, 0.8252, 0.8410, 0.5619, 0.7999, 0.0125, 0.4757, 0.0078, 0.0430 
 0.8220, 0.8601, 0.8406, 0.5784, 0.7901, 0.0140, 0.4430, 0.0080, 0.0425 
 0.8485, 0.8336, 0.8409, 0.5662, 0.7980, 0.0128, 0.4716, 0.0079, 0.0437 
 0.8363, 0.8440, 0.8401, 0.5680, 0.7950, 0.0133, 0.4516, 0.0079, 0.0433 
 0.8639, 0.8183, 0.8405, 0.5562, 0.7990, 0.0124, 0.4819, 0.0080, 0.0437 
 0.8326, 0.8489, 0.8407, 0.5720, 0.7930, 0.0135, 0.4472, 0.0079, 0.0427 
 0.8416, 0.8416, 0.8416, 0.5684, 0.7974, 0.0130, 0.4612, 0.0079, 0.0429 
 0.8543, 0.8310, 0.8425, 0.5628, 0.8001, 0.0126, 0.4769, 0.0079, 0.0432 
 0.8429, 0.8399, 0.8414, 0.5646, 0.7956, 0.0131, 0.4601, 0.0079, 0.0431 
 0.8436, 0.8420, 0.8428, 0.5695, 0.7981, 0.0130, 0.4651, 0.0079, 0.0435 
 0.8368, 0.8456, 0.8412, 0.5695, 0.7945, 0.0133, 0.4564, 0.0079, 0.0435 
 0.8485, 0.8366, 0.8425, 0.5696, 0.7986, 0.0129, 0.4726, 0.0080, 0.0430 
 0.8501, 0.8332, 0.8416, 0.5595, 0.7971, 0.0129, 0.4667, 0.0080, 0.0429 
 0.8518, 0.8313, 0.8414, 0.5653, 0.7988, 0.0127, 0.4708, 0.0078, 0.0431 
 0.8553, 0.8316, 0.8433, 0.5690, 0.7999, 0.0126, 0.4786, 0.0080, 0.0433 

